location_sec0,content_sec0,location_sec1,content_sec1,location_sec2,content_sec2,location_sec3,content_sec3,location_sec4,content_sec4,location_sec5,content_sec5,location_impldef,content_impldef
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:1377,\rSec1[rand]{Random number generation},numerics.tex:3626,\rSec2[rand.predef]{Engines and engine adaptors with predefined parameters}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:3783,is \impldef{type of \tcode{default_random_engine}}.
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:1377,\rSec1[rand]{Random number generation},numerics.tex:3813,\rSec2[rand.device]{Class \tcode{random_device}}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:3864, \impldef{semantics and default value of \tcode{token} parameter to \tcode{random_device} constructor}.%
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:1377,\rSec1[rand]{Random number generation},numerics.tex:3813,\rSec2[rand.device]{Class \tcode{random_device}}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:3871,\throws A value of an \impldef{exception type when \tcode{random_device} constructor fails} type
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:1377,\rSec1[rand]{Random number generation},numerics.tex:3813,\rSec2[rand.device]{Class \tcode{random_device}}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:3906, It is \impldef{how \tcode{random_device::operator()} generates values}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:1377,\rSec1[rand]{Random number generation},numerics.tex:3813,\rSec2[rand.device]{Class \tcode{random_device}}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:3910,\throws A value of an \impldef{exception type when \tcode{random_device::operator()} fails}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:1377,\rSec1[rand]{Random number generation},numerics.tex:4229,\rSec2[rand.dist]{Random number distribution class templates}%,numerics.tex:4232,\rSec3[rand.dist.general]{In general},numerics.tex:-1,,numerics.tex:-1,,numerics.tex:4255,\impldef{algorithms for producing the standard random number distributions}.
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:1377,\rSec1[rand]{Random number generation},numerics.tex:6386,\rSec2[c.math.rand]{Low-quality random number generation},numerics.tex:-1,,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:6415,It is \impldef{whether \tcode{rand} may introduce a data race}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:10618,\rSec3[sf.cmath.assoc_laguerre]{Associated Laguerre polynomials}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:10651,is \impldef{effect of calling associated Laguerre polynomials with \tcode{n >= 128} or \tcode{m >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:10655,\rSec3[sf.cmath.assoc_legendre]{Associated Legendre functions}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:10691,is \impldef{effect of calling associated Legendre polynomials with \tcode{l >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:10822,\rSec3[sf.cmath.cyl_bessel_i]{Regular modified cylindrical Bessel functions}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:10857,is \impldef{effect of calling regular modified cylindrical Bessel functions with \tcode{nu >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:10863,\rSec3[sf.cmath.cyl_bessel_j]{Cylindrical Bessel functions of the first kind}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:10896,is \impldef{effect of calling cylindrical Bessel functions of the first kind with \tcode{nu >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:10900,\rSec3[sf.cmath.cyl_bessel_k]{Irregular modified cylindrical Bessel functions}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:10950,is \impldef{effect of calling irregular modified cylindrical Bessel functions with \tcode{nu >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:10956,\rSec3[sf.cmath.cyl_neumann]{Cylindrical Neumann functions}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:11001,is \impldef{effect of calling cylindrical Neumann functions with \tcode{nu >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:11134,\rSec3[sf.cmath.hermite]{Hermite polynomials}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:11165,is \impldef{effect of calling Hermite polynomials with \tcode{n >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:11169,\rSec3[sf.cmath.laguerre]{Laguerre polynomials}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:11201,is \impldef{effect of calling Laguerre polynomials with \tcode{n >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:11205,\rSec3[sf.cmath.legendre]{Legendre polynomials}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:11239,is \impldef{effect of calling Legendre polynomials with \tcode{l >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:11289,\rSec3[sf.cmath.sph_bessel]{Spherical Bessel functions of the first kind}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:11321,is \impldef{effect of calling spherical Bessel functions with \tcode{n >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:11327,\rSec3[sf.cmath.sph_legendre]{Spherical associated Legendre functions}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:11369,is \impldef{effect of calling spherical associated Legendre functions with \tcode{l >= 128}}
numerics.tex:2,\rSec0[numerics]{Numerics library},numerics.tex:9714,\rSec1[c.math]{Mathematical functions for floating-point types},numerics.tex:10568,\rSec2[sf.cmath]{Mathematical special functions}%,numerics.tex:11375,\rSec3[sf.cmath.sph_neumann]{Spherical Neumann functions}%,numerics.tex:-1,,numerics.tex:-1,,numerics.tex:11408,is \impldef{effect of calling spherical Neumann functions with \tcode{n >= 128}}
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:51,\rSec1[iostreams.requirements]{Iostreams requirements},iostreams.tex:70,\rSec2[iostreams.limits.pos]{Positioning type limitations},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:91,\impldef{behavior of iostream classes when \tcode{traits::pos_type} is not
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:51,\rSec1[iostreams.requirements]{Iostreams requirements},iostreams.tex:70,\rSec2[iostreams.limits.pos]{Positioning type limitations},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:97,and any other \impldef{set of character types that iostreams templates can be instantiated for}
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:624,\rSec1[iostreams.base]{Iostreams base classes},iostreams.tex:739,\rSec2[ios.base]{Class \tcode{ios_base}},iostreams.tex:1355,\rSec3[ios.members.static]{\tcode{ios_base} static members},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:1377,\impldef{effect of calling \tcode{ios_base::sync_with_stdio} after
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:624,\rSec1[iostreams.base]{Iostreams base classes},iostreams.tex:1752,\rSec2[ios]{Class template \tcode{basic_ios}},iostreams.tex:2176,\rSec3[iostate.flags]{\tcode{basic_ios} flags functions},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:2232,\impldef{argument values to construct \tcode{basic_ios::failure}}
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:4039,\rSec1[iostream.format]{Formatting and manipulators},iostreams.tex:5700,\rSec2[output.streams]{Output streams},iostreams.tex:6081,\rSec3[ostream.formatted]{Formatted output functions},iostreams.tex:6263,\rSec4[ostream.inserters]{\tcode{basic_ostream::operator<<}},iostreams.tex:-1,,iostreams.tex:6388,"\impldef{NTCTS in \tcode{basic_ostream<charT, traits>\& op\-er\-ator<<(nullptr_t)}}"
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:7192,\rSec1[string.streams]{String-based streams},iostreams.tex:7254,\rSec2[stringbuf]{Class template \tcode{basic_stringbuf}},iostreams.tex:7334,\rSec3[stringbuf.cons]{\tcode{basic_stringbuf}  constructors},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:7383,\impldef{whether sequence pointers are copied by \tcode{basic_stringbuf} move
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:7192,\rSec1[string.streams]{String-based streams},iostreams.tex:7254,\rSec2[stringbuf]{Class template \tcode{basic_stringbuf}},iostreams.tex:7502,\rSec3[stringbuf.virtuals]{Overridden virtual functions},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:7759,"\impldef{effect of calling \tcode{basic_streambuf::setbuf} with nonzero arguments},"
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:8340,\rSec1[file.streams]{File-based streams},iostreams.tex:8406,\rSec2[filebuf]{Class template \tcode{basic_filebuf}},iostreams.tex:8514,\rSec3[filebuf.cons]{\tcode{basic_filebuf} constructors},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:8542,is \impldef{whether sequence pointers are copied by \tcode{basic_filebuf} move
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:8340,\rSec1[file.streams]{File-based streams},iostreams.tex:8406,\rSec2[filebuf]{Class template \tcode{basic_filebuf}},iostreams.tex:8793,\rSec3[filebuf.virtuals]{Overridden virtual functions},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:9007,Otherwise the results are \impldef{effect of calling \tcode{basic_filebuf::setbuf} with
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:8340,\rSec1[file.streams]{File-based streams},iostreams.tex:8406,\rSec2[filebuf]{Class template \tcode{basic_filebuf}},iostreams.tex:8793,\rSec3[filebuf.virtuals]{Overridden virtual functions},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:9145,"If a get area exists, the effect is \impldef{effect of calling\tcode{basic_filebuf::sync}"
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:9961,\rSec2[fs.conformance]{Conformance},iostreams.tex:9995,\rSec3[fs.conform.os]{Operating system dependent behavior conformance},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:10000,\impldef{operating system on which implementation depends}.
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:10219,\rSec2[fs.filesystem.syn]{Header \tcode{<filesystem>} synopsis},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:10445,\tcode{\textit{trivial-clock}} is an \impldef{type of filesystem trivial clock} type
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:10506,\rSec2[fs.class.path]{Class \tcode{path}},iostreams.tex:10683,\rSec3[fs.path.generic]{Generic pathname format},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:10685,\def\impldefrootname{\impldef{supported \grammarterm{root-name}{s} in addition to
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:10506,\rSec2[fs.class.path]{Class \tcode{path}},iostreams.tex:10683,\rSec3[fs.path.generic]{Generic pathname format},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:10752,relative to \grammarterm{root-directory} is \impldef{meaning of \grammarterm{dot-dot} in \grammarterm{root-directory}}.
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:12387,\rSec2[fs.enum]{Enumerations},iostreams.tex:12389,\rSec3[fs.enum.path.format]{Enum \tcode{path::format}},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:12403,  \impldef{interpretation of the path character sequence with format \tcode{path::auto_format}}.
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:12387,\rSec2[fs.enum]{Enumerations},iostreams.tex:12412,\rSec3[fs.enum.file_type]{Enum class \tcode{file_type}},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:12440,\tcode{\textit{\impldef{additional \tcode{file_type} enumerators
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:12387,\rSec2[fs.enum]{Enumerations},iostreams.tex:12412,\rSec3[fs.enum.file_type]{Enum class \tcode{file_type}},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:12445,\impldef{additional \tcode{file_type} enumerators
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:13196,\rSec2[fs.class.directory_iterator]{Class \tcode{directory_iterator}},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:13204,or in an \impldef{type of a directory-like file} directory-like file type.
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:13421,\rSec2[fs.class.rec.dir.itr]{Class \tcode{recursive_directory_iterator}},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:13427,directory or in an \impldef{type of a directory-like file} directory-like file
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:13759,\rSec2[fs.op.funcs]{Filesystem operation functions},iostreams.tex:13847,\rSec3[fs.op.copy]{Copy},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:13906,\impldef{effect of \tcode{filesystem::copy}}.
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:13759,\rSec2[fs.op.funcs]{Filesystem operation functions},iostreams.tex:14417,\rSec3[fs.op.file_size]{File size},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:14436,"  Otherwise, the result is \impldef{result of \tcode{filesystem::file_size}}."
iostreams.tex:2,\rSec0[input.output]{Input/output library},iostreams.tex:9953,\rSec1[filesystems]{File systems},iostreams.tex:13759,\rSec2[fs.op.funcs]{Filesystem operation functions},iostreams.tex:15063,\rSec3[fs.op.status]{Status},iostreams.tex:-1,,iostreams.tex:-1,,iostreams.tex:15156,      \impldef{file type of the file argument of \tcode{filesystem::status}} file type.
regex.tex:3,\rSec0[re]{Regular expressions library},regex.tex:623,\rSec1[re.const]{Namespace \tcode{std::regex_constants}},regex.tex:633,\rSec2[re.synopt]{Bitmask type \tcode{syntax_option_type}},regex.tex:-1,,regex.tex:-1,,regex.tex:-1,,regex.tex:665,The type \tcode{syntax_option_type} is an \impldef{type of \tcode{syntax_option_type}} bitmask
regex.tex:3,\rSec0[re]{Regular expressions library},regex.tex:623,\rSec1[re.const]{Namespace \tcode{std::regex_constants}},regex.tex:761,\rSec2[re.matchflag]{Bitmask type \tcode{match_flag_type}},regex.tex:-1,,regex.tex:-1,,regex.tex:-1,,regex.tex:800,\impldef{type of \tcode{regex_constants::match_flag_type}} bitmask type~(\ref{bitmask.types}).
regex.tex:3,\rSec0[re]{Regular expressions library},regex.tex:623,\rSec1[re.const]{Namespace \tcode{std::regex_constants}},regex.tex:897,\rSec2[re.err]{Implementation-defined \tcode{error_type}},regex.tex:-1,,regex.tex:-1,,regex.tex:-1,,regex.tex:922,The type \tcode{error_type} is an \impldef{type of
threads.tex:2,\rSec0[thread]{Thread support library},threads.tex:21,\rSec1[thread.req]{Requirements},threads.tex:60,\rSec2[thread.req.native]{Native handles},threads.tex:-1,,threads.tex:-1,,threads.tex:-1,,threads.tex:65,\impldef{presence and meaning of \tcode{native_handle_type} and \tcode{native_handle}}.
